REV.,PLC PANEL,RACK,SLOT,CHANNEL,ADDRESS,MODULE,TYPE,SIGNAL,INSTR./EQUIP. TAG,I/O TAG,CHILD,Description 1,Description 2,Description 3,Description 4,EQUIP/INSTR. DESCRIPTION,Automation System,Wiring,Failed State Value,Units,Engineering Units Min,Engineering Units Max,Low-Low Value,Low Value,High Value,High-High Value,PLC IO Address,Automation Notes,Breaker Type,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,07,01,O_1107-01,1794-OA16,DO,120V,SL3-BH-HPU1-SV2,SL3-BH-HPU1-SV2,,Shiploader 3,Boom Hoist Emergency Brake HPU 1,Brake Release,Valve 2,Shiploader 3 Boom Hoist Emergency Brake HPU 1 Brake Release Valve 2 ,,,,,,,,,,,DO_1107.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,02,O_1107-02,1794-OA16,DO,120V,SL3-BH-HPU2-SV1,SL3-BH-HPU2-SV1,,Shiploader 3,Boom Hoist Emergency Brake HPU 2,Brake Release,Valve 1,Shiploader 3 Boom Hoist Emergency Brake HPU 2 Brake Release Valve 1 ,,,,,,,,,,,DO_1107.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,03,O_1107-03,1794-OA16,DO,120V,SL3-BH-HPU2-SV2,SL3-BH-HPU2-SV2,,Shiploader 3,Boom Hoist Emergency Brake HPU 2,Brake Release,Valve 2,Shiploader 3 Boom Hoist Emergency Brake HPU 2 Brake Release Valve 2 ,,,,,,,,,,,DO_1107.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,04,O_1107-04,1794-OA16,DO,120V,SL3-BH-M1-HE1,SL3-BH-M1-HE1,,Shiploader 3,Boom Hoist Motor 1,Heater,,Shiploader 3 Boom Hoist Motor 1 Heater ,,,,,,,,,,,DO_1107.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,05,O_1107-05,1794-OA16,DO,120V,SL3-BH-M2-HE1,SL3-BH-M2-HE1,,Shiploader 3,Boom Hoist Motor 2,Heater,,Shiploader 3 Boom Hoist Motor 2 Heater ,,,,,,,,,,,DO_1107.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,06,O_1107-06,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1107.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,07,O_1107-07,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1107.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,08,O_1107-08,1794-OA16,DO,120V,SL3-BH-LCS1-PL1,SL3-BH-LCS1-PL1,,Shiploader 3,Boom Hoist ,Maintenance Mode Active,Pilot Light,Shiploader 3 Boom Hoist  Maintenance Mode Active Pilot Light ,,,,,,,,,,,DO_1107.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,09,O_1107-09,1794-OA16,DO,120V,SL3-BH-LCS1-PL2,SL3-BH-LCS1-PL2,,Shiploader 3,Boom Hoist ,Cable Service Indicator,Pilot Light,Shiploader 3 Boom Hoist  Cable Service Indicator Pilot Light ,,,,,,,,,,,DO_1107.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,10,O_1107-10,1794-OA16,DO,120V,SL3-BH-LCS1-PBL1B,SL3-BH-LCS1-PBL1B,,Shiploader 3,Boom Hoist ,Brake Test Release,Pilot Light,Shiploader 3 Boom Hoist  Brake Test Release Pilot Light ,,,,,,,,,,,DO_1107.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,11,O_1107-11,1794-OA16,DO,120V,SL3-BH-LCS1-PBL2B,SL3-BH-LCS1-PBL2B,,Shiploader 3,Spout ,Start HPU Motor,Pilot Light,Shiploader 3 Spout  Start HPU Motor Pilot Light ,,,,,,,,,,,DO_1107.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,12,O_1107-12,1794-OA16,DO,120V,SL3-BH-YA1,SL3-BH-YA1,,Shiploader 3,Boom Hoist ,Start Warning,Horn,Shiploader 3 Boom Hoist  Start Warning Horn ,,,,,,,,,,,DO_1107.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,13,O_1107-13,1794-OA16,DO,120V,SL3-BH-YL1,SL3-BH-YL1,,Shiploader 3,Boom Hoist ,Start Warning,Light,Shiploader 3 Boom Hoist  Start Warning Light ,,,,,,,,,,,DO_1107.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,14,O_1107-14,1794-OA16,DO,120V,SL3-BH-YL2,SL3-BH-YL2,,Shiploader 3,Boom Hoist Aircraft,Warning,Beacon,Shiploader 3 Boom Hoist Aircraft Warning Beacon ,,,,,,,,,,,DO_1107.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,15,O_1107-15,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1107.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,07,,,AB RELAY 700-HLT1L1X,,,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,12,00,,PS3-1200,1794-PS3,,120V,,,,,,,,FLEX I/O Power Supply 120V,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,,AENTR-1200,1794-AENTR,,24VDC,,,,,,,,FLEX I/O EtherNet/IP Adapter,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,00,I_1200-00,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1200_CH[00],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,01,I_1200-01,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1200_CH[01],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,02,I_1200-02,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1200_CH[02],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,03,I_1200-03,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1200_CH[03],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,12,00,00,I_1200-00,1794-IE8,AI,4-20mA,SL3-LU2-LIT1,SL3-LU2-LIT1,,Shiploader 3,Shuttle Lube Unit 2 ,,Level Transmitter,Shiploader 3 Shuttle Lube Unit 2  Level Transmitter ,,,,,,,,,,,AI_1200_CH[00],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,01,I_1200-01,1794-IE8,AI,4-20mA,SL3-LU2-PIT1,SL3-LU2-PIT1,,Shiploader 3,Shuttle Lube Unit 2 End of Line @Discharge Pulley,Line A,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of Line @Discharge Pulley Line A Press. Ind. Trans. ,,,,,,,,,,,AI_1200_CH[01],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,02,I_1200-02,1794-IE8,AI,4-20mA,SL3-LU2-PIT2,SL3-LU2-PIT2,,Shiploader 3,Shuttle Lube Unit 2 End of Line @Discharge Pulley,Line B,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of Line @Discharge Pulley Line B Press. Ind. Trans. ,,,,,,,,,,,AI_1200_CH[02],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,03,I_1200-03,1794-IE8,AI,4-20mA,SL3-LU2-PIT3,SL3-LU2-PIT3,,Shiploader 3,Shuttle Lube Unit 2 End of line @Rear Left Shuttle,Line A,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Left Shuttle Line A Press. Ind. Trans. ,,,,,,,,,,,AI_1200_CH[03],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,04,I_1200-04,1794-IE8,AI,4-20mA,SL3-LU2-PIT4,SL3-LU2-PIT4,,Shiploader 3,Shuttle Lube Unit 2 End of line @Rear Left Shuttle,Line B,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Left Shuttle Line B Press. Ind. Trans. ,,,,,,,,,,,AI_1200_CH[04],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,05,I_1200-05,1794-IE8,AI,4-20mA,SL3-LU2-PIT5,SL3-LU2-PIT5,,Shiploader 3,Shuttle Lube Unit 2 End of line @Rear Right Shuttle,Line A,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Right Shuttle Line A Press. Ind. Trans. ,,,,,,,,,,,AI_1200_CH[05],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,06,I_1200-06,1794-IE8,AI,4-20mA,SL3-LU2-PIT6,SL3-LU2-PIT6,,Shiploader 3,Shuttle Lube Unit 2 End of line @Rear Right Shuttle,Line B,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Right Shuttle Line B Press. Ind. Trans. ,,,,,,,,,,,AI_1200_CH[06],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,00,07,I_1200-07,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1200_CH[07],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,SL3-BH-RCP1,12,01,00,O_1201-00,1794-OF4I,AO,4-20mA,"SL3-SP1-HPU1-PV2A,B","SL3-SP1-HPU1-PV2A,B",,Shiploader 3,Coal Spout,Lift Arm Left Cylinder,"Proportional Valve PV2A,B",Amplifier Input Signal,,,,,,,,,,,AO_1201_CH[00],,,SL3-BH-RCP1,,,,
F,SL3-BH-RCP1,12,01,01,O_1201-01,1794-OF4I,AO,4-20mA,"SL3-SP1-HPU1-PV4A, B","SL3-SP1-HPU1-PV4A, B",,Shiploader 3,Coal Spout,Lift Arm Right Cylinder,"Proportional Valve PV4A,B",Amplifier Input Signal,,,,,,,,,,,AO_1201_CH[01],,,SL3-BH-RCP1,,,,
F,SL3-BH-RCP1,12,01,02,O_1201-02,1794-OF4I,AO,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AO_1201_CH[02],,,SL3-BH-RCP1,,,,
F,SL3-BH-RCP1,12,01,03,O_1201-03,1794-OF4I,AO,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AO_1201_CH[03],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,12,02,00,I_1202-00,1794-IB16,DI,24VDC,SL3-BH-RCP1-A-X2-S3,SL3-BH-RCP1-A-X2-S3,,Shiploader 3,Boom Hoist Drum 1,Safety Encoder System,Controler Fault,Shiploader 3 Boom Hoist Drum 1 Safety Encoder System Controler Fault ,,,,,,,,,,,DI_1202.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,01,I_1202-01,1794-IB16,DI,24VDC,SL3-BH-RCP1-A-X4-S1,SL3-BH-RCP1-A-X4-S1,,Shiploader 3,Boom Hoist Drum 1,Safety Encoder System,End of Travel Upper Limit,Shiploader 3 Boom Hoist Drum 1 Safety Encoder System End of Travel Upper Limit ,,,,,,,,,,,DI_1202.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,02,I_1202-02,1794-IB16,DI,24VDC,SL3-BH-RCP1-A-X4-S2,SL3-BH-RCP1-A-X4-S2,,Shiploader 3,Boom Hoist Drum 1,Safety Encoder System,End of Travel Lower Limit,Shiploader 3 Boom Hoist Drum 1 Safety Encoder System End of Travel Lower Limit ,,,,,,,,,,,DI_1202.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,03,I_1202-03,1794-IB16,DI,24VDC,SL3-BH-RCP1-B-X2-S3,SL3-BH-RCP1-B-X2-S3,,Shiploader 3,Boom Hoist Drum 2,Safety Encoder System,Controler Fault,Shiploader 3 Boom Hoist Drum 2 Safety Encoder System Controler Fault ,,,,,,,,,,,DI_1202.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,04,I_1202-04,1794-IB16,DI,24VDC,SL3-BH-RCP1-B-X4-S1,SL3-BH-RCP1-B-X4-S1,,Shiploader 3,Boom Hoist Drum 2,Safety Encoder System,End of Travel Upper Limit,Shiploader 3 Boom Hoist Drum 2 Safety Encoder System End of Travel Upper Limit ,,,,,,,,,,,DI_1202.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,05,I_1202-05,1794-IB16,DI,24VDC,SL3-BH-RCP1-B-X4-S2,SL3-BH-RCP1-B-X4-S2,,Shiploader 3,Boom Hoist Drum 2,Safety Encoder System,End of Travel Lower Limit,Shiploader 3 Boom Hoist Drum 2 Safety Encoder System End of Travel Lower Limit ,,,,,,,,,,,DI_1202.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,06,I_1202-06,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,07,I_1202-07,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,08,I_1202-08,1794-IB16,DI,24VDC,SL3-SP1-HPU1-OS1,SL3-SP1-HPU1-OS1,,Shiploader 3,Coal Spout HPU1,Oil in Tray,Switch,Shiploader 3 Coal Spout HPU1 Oil in Tray Switch ,,,,,,,,,,,DI_1202.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,09,I_1202-09,1794-IB16,DI,24VDC,SL3-SP1-HPU1-PSH1,SL3-SP1-HPU1-PSH1,,Shiploader 3,Coal Spout HPU1,Pressure Filter Plugged,Switch,Shiploader 3 Coal Spout HPU1 Pressure Filter Plugged Switch ,,,,,,,,,,,DI_1202.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,10,I_1202-10,1794-IB16,DI,24VDC,SL3-SP1-HPU1-PSH2,SL3-SP1-HPU1-PSH2,,Shiploader 3,Coal Spout HPU1,Return Filter Plugged,Switch,Shiploader 3 Coal Spout HPU1 Return Filter Plugged Switch ,,,,,,,,,,,DI_1202.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,11,I_1202-11,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,12,I_1202-12,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,13,I_1202-13,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,14,I_1202-14,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,15,I_1202-15,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1202.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,02,,,1492-IFM20F-F24A-2,,24VDC,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,12,03,00,I_1203-00,1794-IA16,DI,120V,SL3-SP1-HPU1-LSL1,SL3-SP1-HPU1-LSL1,,Shiploader 3,Coal Spout HPU1,Low Oil Warning,Level Switch,Shiploader 3 Coal Spout HPU1 Low Oil Warning Level Switch ,,,,,,,,,,,DI_1203.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,01,I_1203-01,1794-IA16,DI,120V,SL3-SP1-HPU1-LSLL1,SL3-SP1-HPU1-LSLL1,,Shiploader 3,Coal Spout HPU1,Low Low Oil Shutdown,Level Switch,Shiploader 3 Coal Spout HPU1 Low Low Oil Shutdown Level Switch ,,,,,,,,,,,DI_1203.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,02,I_1203-02,1794-IA16,DI,120V,SL3-SP1-HPU1-S1,SL3-SP1-HPU1-S1,,Shiploader 3,Coal Spout HPU1,Suction Valve Open ,Switch,Shiploader 3 Coal Spout HPU1 Suction Valve Open  Switch ,,,,,,,,,,,DI_1203.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,03,I_1203-03,1794-IA16,DI,120V,SL3-SH-ZLS01,SL3-SH-ZLS01,,Shiploader 3,Shuttle (Carriage) Washdown Limit switch,for camlock connection,,Shiploader 3 Shuttle (Carriage) Washdown Limit switch for camlock connection ,,,,,,,,,,,DI_1203.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,04,I_1203-04,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,05,I_1203-05,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,06,I_1203-06,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,07,I_1203-07,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,08,I_1203-08,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,09,I_1203-09,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,10,I_1203-10,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,11,I_1203-11,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,12,I_1203-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,13,I_1203-13,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,14,I_1203-14,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,15,I_1203-15,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1203.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,03,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,12,04,00,I_1204-00,1794-IA16,DI,120V,SL3-SH-RC 1-LCS1-PBL1A,SL3-SH-RC 1-LCS1-PBL1A,,Shiploader 3,Shuttle Rail Clamp 2,Open,Push Button,Shiploader 3 Shuttle Rail Clamp 2 Open Push Button ,,,,,,,,,,,DI_1204.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,01,I_1204-01,1794-IA16,DI,120V,SL3-SH-RC 1-LCS1-PB2,SL3-SH-RC 1-LCS1-PB2,,Shiploader 3,Shuttle Rail Clamp 1,Close,Push Button,Shiploader 3 Shuttle Rail Clamp 1 Close Push Button ,,,,,,,,,,,DI_1204.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,02,I_1204-02,1794-IA16,DI,120V,SL3-SH-RC 2-LCS1-PBL1A,SL3-SH-RC 2-LCS1-PBL1A,,Shiploader 3,Shuttle Rail Clamp 2,Open,Push Button,Shiploader 3 Shuttle Rail Clamp 2 Open Push Button ,,,,,,,,,,,DI_1204.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,03,I_1204-03,1794-IA16,DI,120V,SL3-SH-RC 2-LCS1-PB2,SL3-SH-RC 2-LCS1-PB2,,Shiploader 3,Shuttle Rail Clamp 2,Close,Push Button,Shiploader 3 Shuttle Rail Clamp 2 Close Push Button ,,,,,,,,,,,DI_1204.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,04,I_1204-04,1794-IA16,DI,120V,SL3-SH-LCS1-PB1,SL3-SH-LCS1-PB1,,Shiploader 3,Shuttle ,Extend,Push Button,Shiploader 3 Shuttle  Extend Push Button ,,,,,,,,,,,DI_1204.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,05,I_1204-05,1794-IA16,DI,120V,SL3-SH-LCS1-PB2,SL3-SH-LCS1-PB2,,Shiploader 3,Shuttle ,Retract,Push Button,Shiploader 3 Shuttle  Retract Push Button ,,,,,,,,,,,DI_1204.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,06,I_1204-06,1794-IA16,DI,120V,SL3-SH-LCS1-PB3,SL3-SH-LCS1-PB3,,Shiploader 3,Shuttle ,Overtravel Bypass,Push Button,Shiploader 3 Shuttle  Overtravel Bypass Push Button ,,,,,,,,,,,DI_1204.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,07,I_1204-07,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1204.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,08,I_1204-08,1794-IA16,DI,120V,SL3-LU2-LCS1-PBL1A,SL3-LU2-LCS1-PBL1A,,Shiploader 3,Shuttle Lubrication Unit 2,Lube Pump Jog,Push Button,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Jog Push Button ,,,,,,,,,,,DI_1204.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,09,I_1204-09,1794-IA16,DI,120V,SL3-LU2-LCS1-PB1,SL3-LU2-LCS1-PB1,,Shiploader 3,Shuttle Lubrication Unit 2,Lube Pump Cycle A,Push Button,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Cycle A Push Button ,,,,,,,,,,,DI_1204.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,10,I_1204-10,1794-IA16,DI,120V,SL3-LU2-LCS1-PB2,SL3-LU2-LCS1-PB2,,Shiploader 3,Shuttle Lubrication Unit 2,Lube Pump Cycle B,Push Button,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Cycle B Push Button ,,,,,,,,,,,DI_1204.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,11,I_1204-11,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1204.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,12,I_1204-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1204.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,13,I_1204-13,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1204.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,14,I_1204-14,1794-IA16,DI,120V,SL3-BH-RCP1-CR31,SL3-BH-RCP1-CR31-F,-F,Shiploader 3,Shuttle,Motor 1-4 Brake,Contactor CR31 Feedback,Shiploader 3 Shuttle Motor 1-4 Brake Contactor CR31 Feedback ,,,,,,,,,,,DI_1204.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,15,I_1204-15,1794-IA16,DI,120V,SL3-BH-RCP1-CR33,SL3-BH-RCP1-CR33-F,-F,Shiploader 3,Shuttle,Motor 1-4 Space Heaters,Contactor CR33 Feedback,Shiploader 3 Shuttle Motor 1-4 Space Heaters Contactor CR33 Feedback ,,,,,,,,,,,DI_1204.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,04,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,12,05,00,I_1205-00,1794-IA16,DI,120V,SL3-SH-BK1-ZPX1,SL3-SH-BK1-ZPX1,,Shiploader 3,Shuttle Motor 1 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 1 Brake Released Proximity Switch ,,,,,,,,,,,DI_1205.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,01,I_1205-01,1794-IA16,DI,120V,SL3-SH-BK2-ZPX1,SL3-SH-BK2-ZPX1,,Shiploader 3,Shuttle Motor 2 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 2 Brake Released Proximity Switch ,,,,,,,,,,,DI_1205.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,02,I_1205-02,1794-IA16,DI,120V,SL3-SH-BK3-ZPX1,SL3-SH-BK3-ZPX1,,Shiploader 3,Shuttle Motor 3 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 3 Brake Released Proximity Switch ,,,,,,,,,,,DI_1205.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,03,I_1205-03,1794-IA16,DI,120V,SL3-SH-BK4-ZPX1,SL3-SH-BK4-ZPX1,,Shiploader 3,Shuttle Motor 4 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 4 Brake Released Proximity Switch ,,,,,,,,,,,DI_1205.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,04,I_1205-04,1794-IA16,DI,120V,SL3-SH-RC1-ZPX1,SL3-SH-RC1-ZPX1,,Shiploader 3,Shuttle Rail Clamp 1,Released Indication,Limit Switch 1,Shiploader 3 Shuttle Rail Clamp 1 Released Indication Limit Switch 1 ,,,,,,,,,,,DI_1205.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,05,I_1205-05,1794-IA16,DI,120V,SL3-SH-RC1-ZPX2,SL3-SH-RC1-ZPX2,,Shiploader 3,Shuttle Rail Clamp 1,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Shuttle Rail Clamp 1 On Rail Clamp Indication Limit Switch 2 ,,,,,,,,,,,DI_1205.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,06,I_1205-06,1794-IA16,DI,120V,SL3-SH-RC1-ZPX3,SL3-SH-RC1-ZPX3,,Shiploader 3,Shuttle Rail Clamp 1,Out of Adjustment,Limit Switch 3,Shiploader 3 Shuttle Rail Clamp 1 Out of Adjustment Limit Switch 3 ,,,,,,,,,,,DI_1205.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,12,05,07,I_1205-07,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1205.07,,,SL3-BH-RCP1,,,,
