REV.,PLC PANEL,RACK,SLOT,CHANNEL,ADDRESS,MODULE,TYPE,SIGNAL,INSTR./EQUIP. TAG,I/O TAG,CHILD,Description 1,Description 2,Description 3,Description 4,EQUIP/INSTR. DESCRIPTION,Automation System,Wiring,Failed State Value,Units,Engineering Units Min,Engineering Units Max,Low-Low Value,Low Value,High Value,High-High Value,PLC IO Address,Automation Notes,Breaker Type,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,00,07,I_1100-07,1794-IR8,AI,0-5000,SL3-BH-M1-TE8,SL3-BH-M1-TE8,,Shiploader 3,Boom Hoist Motor 1 Non Drive End,Bearing Temperature,RTD 1,Shiploader 3 Boom Hoist Motor 1 Non Drive End Bearing Temperature RTD 1 ,,,,,,,,,,,AI_1100_CH[07],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,01,00,I_1101-00,1794-IR8,AI,0-5000,SL3-BH-M2-TE1,SL3-BH-M2-TE1,,Shiploader 3,Boom Hoist Motor 2 Phase A,Winding Temperature,RTD 1,Shiploader 3 Boom Hoist Motor 2 Phase A Winding Temperature RTD 1 ,,,,,,,,,,,AI_1101_CH[00],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,01,I_1101-01,1794-IR8,AI,0-5000,SL3-BH-M2-TE2,SL3-BH-M2-TE2,,Shiploader 3,Boom Hoist Motor 2 Phase A,Winding Temperature,RTD 2,Shiploader 3 Boom Hoist Motor 2 Phase A Winding Temperature RTD 2 ,,,,,,,,,,,AI_1101_CH[01],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,02,I_1101-02,1794-IR8,AI,0-5000,SL3-BH-M2-TE3,SL3-BH-M2-TE3,,Shiploader 3,Boom Hoist Motor 2 Phase B,Winding Temperature,RTD 1,Shiploader 3 Boom Hoist Motor 2 Phase B Winding Temperature RTD 1 ,,,,,,,,,,,AI_1101_CH[02],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,03,I_1101-03,1794-IR8,AI,0-5000,SL3-BH-M2-TE4,SL3-BH-M2-TE4,,Shiploader 3,Boom Hoist Motor 2 Phase B,Winding Temperature,RTD 2,Shiploader 3 Boom Hoist Motor 2 Phase B Winding Temperature RTD 2 ,,,,,,,,,,,AI_1101_CH[03],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,04,I_1101-04,1794-IR8,AI,0-5000,SL3-BH-M2-TE5,SL3-BH-M2-TE5,,Shiploader 3,Boom Hoist Motor 2 Phase C,Winding Temperature,RTD 1,Shiploader 3 Boom Hoist Motor 2 Phase C Winding Temperature RTD 1 ,,,,,,,,,,,AI_1101_CH[04],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,05,I_1101-05,1794-IR8,AI,0-5000,SL3-BH-M2-TE6,SL3-BH-M2-TE6,,Shiploader 3,Boom Hoist Motor 2 Phase C,Winding Temperature,RTD 2,Shiploader 3 Boom Hoist Motor 2 Phase C Winding Temperature RTD 2 ,,,,,,,,,,,AI_1101_CH[05],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,06,I_1101-06,1794-IR8,AI,0-5000,SL3-BH-M2-TE7,SL3-BH-M2-TE7,,Shiploader 3,Boom Hoist Motor 2 Drive End,Bearing Temperature,RTD 1 ,Shiploader 3 Boom Hoist Motor 2 Drive End Bearing Temperature RTD 1  ,,,,,,,,,,,AI_1101_CH[06],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,01,07,I_1101-07,1794-IR8,AI,0-5000,SL3-BH-M2-TE8,SL3-BH-M2-TE8,,Shiploader 3,Boom Hoist Motor 2 Non Drive End,Bearing Temperature,RTD 1,Shiploader 3 Boom Hoist Motor 2 Non Drive End Bearing Temperature RTD 1 ,,,,,,,,,,,AI_1101_CH[07],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,02,00,I_1102-00,1794-IE8,AI,4-20mA,SL3-SP1-HPU1-LT1,SL3-SP1-HPU1-LT1,,Shiploader 3,Coal Spout HPU1,Oil Level,Transmitter,Shiploader 3 Coal Spout HPU1 Oil Level Transmitter ,,,,,,,,,,,AI_1102_CH[00],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,01,I_1102-01,1794-IE8,AI,4-20mA,SL3-SP1-HPU1-TT1,SL3-SP1-HPU1-TT1,,Shiploader 3,Coal Spout HPU1,Oil Temperature,Transmitter,Shiploader 3 Coal Spout HPU1 Oil Temperature Transmitter ,,,,,,,,,,,AI_1102_CH[01],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,02,I_1102-02,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[02],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,03,I_1102-03,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[03],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,04,I_1102-04,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[04],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,05,I_1102-05,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[05],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,06,I_1102-06,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[06],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,07,I_1102-07,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[07],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,02,00,I_1102-00,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[00],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,01,I_1102-01,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[01],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,02,I_1102-02,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[02],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,02,03,I_1102-03,1794-IF4I,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1102_CH[03],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,03,00,I_1103-00,1794-IE8,AI,4-20mA,SL3-BH-GB1-TT1,SL3-BH-GB1-TT1,,Shiploader 3,Boom Hoist Gearbox 1,Oil,Temperature Transmitter,Shiploader 3 Boom Hoist Gearbox 1 Oil Temperature Transmitter ,,,,,,,,,,,AI_1103_CH[00],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,01,I_1103-01,1794-IE8,AI,4-20mA,SL3-BH-GB2-TT1,SL3-BH-GB2-TT1,,Shiploader 3,Boom Hoist Gearbox 2,Oil,Temperature Transmitter,Shiploader 3 Boom Hoist Gearbox 2 Oil Temperature Transmitter ,,,,,,,,,,,AI_1103_CH[01],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,02,I_1103-02,1794-IE8,AI,4-20mA,SL3-BH-HPU1-TT1,SL3-BH-HPU1-TT1,,Shiploader 3,Boom Hoist Emergency Brake HPU 1,Oil,Temperature Transmitter,Shiploader 3 Boom Hoist Emergency Brake HPU 1 Oil Temperature Transmitter ,,,,,,,,,,,AI_1103_CH[02],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,03,I_1103-03,1794-IE8,AI,4-20mA,SL3-BH-HPU2-TT1,SL3-BH-HPU2-TT1,,Shiploader 3,Boom Hoist Emergency Brake HPU 2,Oil,Temperature Transmitter,Shiploader 3 Boom Hoist Emergency Brake HPU 2 Oil Temperature Transmitter ,,,,,,,,,,,AI_1103_CH[03],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,04,I_1103-04,1794-IE8,AI,4-20mA,SL3-BH-WT1,SL3-BH-WT1,,Shiploader 3,Boom Hoist Left Rope,Tension,Load Cell,Shiploader 3 Boom Hoist Left Rope Tension Load Cell ,,,,,,,,,,,AI_1103_CH[04],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,05,I_1103-05,1794-IE8,AI,4-20mA,SL3-BH-WT2,SL3-BH-WT2,,Shiploader 3,Boom Hoist Right Rope,Tension,Load Cell,Shiploader 3 Boom Hoist Right Rope Tension Load Cell ,,,,,,,,,,,AI_1103_CH[05],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,06,I_1103-06,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1103_CH[06],,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,03,07,I_1103-07,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_1103_CH[07],,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,04,00,I_1104-00,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX1,SL3-BH-BK1-ZPX1,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 1 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 1 Released Proximity Switch ,,,,,,,,,,,DI_1104.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,01,I_1104-01,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX2,SL3-BH-BK1-ZPX2,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 1 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 1 Wear Proximity Switch ,,,,,,,,,,,DI_1104.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,02,I_1104-02,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX3,SL3-BH-BK1-ZPX3,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 2 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 2 Released Proximity Switch ,,,,,,,,,,,DI_1104.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,03,I_1104-03,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX4,SL3-BH-BK1-ZPX4,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 2 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 2 Wear Proximity Switch ,,,,,,,,,,,DI_1104.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,04,I_1104-04,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX5,SL3-BH-BK1-ZPX5,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 3 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 3 Released Proximity Switch ,,,,,,,,,,,DI_1104.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,05,I_1104-05,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX6,SL3-BH-BK1-ZPX6,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 3 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 3 Wear Proximity Switch ,,,,,,,,,,,DI_1104.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,06,I_1104-06,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX7,SL3-BH-BK1-ZPX7,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 4 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 4 Released Proximity Switch ,,,,,,,,,,,DI_1104.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,07,I_1104-07,1794-IB16,DI,24VDC,SL3-BH-BK1-ZPX8,SL3-BH-BK1-ZPX8,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 1,Caliper 4 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 1 Caliper 4 Wear Proximity Switch ,,,,,,,,,,,DI_1104.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,08,I_1104-08,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX1,SL3-BH-BK2-ZPX1,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 1 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 1 Released Proximity Switch ,,,,,,,,,,,DI_1104.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,09,I_1104-09,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX2,SL3-BH-BK2-ZPX2,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 1 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 1 Wear Proximity Switch ,,,,,,,,,,,DI_1104.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,10,I_1104-10,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX3,SL3-BH-BK2-ZPX3,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 2 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 2 Released Proximity Switch ,,,,,,,,,,,DI_1104.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,11,I_1104-11,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX4,SL3-BH-BK2-ZPX4,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 2 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 2 Wear Proximity Switch ,,,,,,,,,,,DI_1104.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,12,I_1104-12,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX5,SL3-BH-BK2-ZPX5,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 3 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 3 Released Proximity Switch ,,,,,,,,,,,DI_1104.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,13,I_1104-13,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX6,SL3-BH-BK2-ZPX6,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 3 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 3 Wear Proximity Switch ,,,,,,,,,,,DI_1104.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,14,I_1104-14,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX7,SL3-BH-BK2-ZPX7,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 4 Released,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 4 Released Proximity Switch ,,,,,,,,,,,DI_1104.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,15,I_1104-15,1794-IB16,DI,24VDC,SL3-BH-BK2-ZPX8,SL3-BH-BK2-ZPX8,,Shiploader 3,Boom Hoist Hydraulic Safety Brake 2,Caliper 4 Wear,Proximity Switch,Shiploader 3 Boom Hoist Hydraulic Safety Brake 2 Caliper 4 Wear Proximity Switch ,,,,,,,,,,,DI_1104.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,04,,,1492-IFM20F-F24A-2,,24VDC,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,05,00,I_1105-00,1794-IB16,DI,24VDC,SL3-BH-M1-BK1-ZPX1,SL3-BH-M1-BK1-ZPX1,,Shiploader 3,Boom Hoist Motor 1  Brake,Released,Proximity Switch,Shiploader 3 Boom Hoist Motor 1  Brake Released Proximity Switch ,,,,,,,,,,,DI_1105.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,01,I_1105-01,1794-IB16,DI,24VDC,SL3-BH-M1-BK1-ZPX2,SL3-BH-M1-BK1-ZPX2,,Shiploader 3,Boom Hoist Motor 1  Brake,Wear Monitoring,Proximity Switch,Shiploader 3 Boom Hoist Motor 1  Brake Wear Monitoring Proximity Switch ,,,,,,,,,,,DI_1105.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,02,I_1105-02,1794-IB16,DI,24VDC,SL3-BH-M2-BK1-ZPX1,SL3-BH-M2-BK1-ZPX1,,Shiploader 3,Boom Hoist Motor 2 Brake,Released,Proximity Switch,Shiploader 3 Boom Hoist Motor 2 Brake Released Proximity Switch ,,,,,,,,,,,DI_1105.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,03,I_1105-03,1794-IB16,DI,24VDC,SL3-BH-M2-BK1-ZPX2,SL3-BH-M2-BK1-ZPX2,,Shiploader 3,Boom Hoist Motor 2 Brake,Wear Monitoring,Proximity Switch,Shiploader 3 Boom Hoist Motor 2 Brake Wear Monitoring Proximity Switch ,,,,,,,,,,,DI_1105.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,04,I_1105-04,1794-IB16,DI,24VDC,SL3-BH-ZPX1,SL3-BH-ZPX1,,Shiploader 3,Boom Hoist Left Rope,Pawl Disengaged,Proximity Switch,Shiploader 3 Boom Hoist Left Rope Pawl Disengaged Proximity Switch ,,,,,,,,,,,DI_1105.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,05,I_1105-05,1794-IB16,DI,24VDC,SL3-BH-ZPX2,SL3-BH-ZPX2,,Shiploader 3,Boom Hoist Right Rope,Pawl Disengaged,Proximity Switch,Shiploader 3 Boom Hoist Right Rope Pawl Disengaged Proximity Switch ,,,,,,,,,,,DI_1105.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,06,I_1105-06,1794-IB16,DI,24VDC,,SPARE,,, ,,Beacon Alarm,  Beacon Alarm ,,,,,,,,,,,DI_1105.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,07,I_1105-07,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1105.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,08,I_1105-08,1794-IB16,DI,24VDC,SL3-BH-HPU1-LSL1,SL3-BH-HPU1-LSL1,,Shiploader 3,Boom Hoist Emergency Brake HPU 1,Low Oil,Level Switch,Shiploader 3 Boom Hoist Emergency Brake HPU 1 Low Oil Level Switch ,,,,,,,,,,,DI_1105.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,09,I_1105-09,1794-IB16,DI,24VDC,SL3-BH-HPU1-PSH1,SL3-BH-HPU1-PSH1,,Shiploader 3,Boom Hoist Emergency Brake HPU 1,High,Pressure Switch,Shiploader 3 Boom Hoist Emergency Brake HPU 1 High Pressure Switch ,,,,,,,,,,,DI_1105.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,10,I_1105-10,1794-IB16,DI,24VDC,SL3-BH-HPU2-LSL1,SL3-BH-HPU2-LSL1,,Shiploader 3,Boom Hoist Emergency Brake HPU 2,Low Oil,Level Switch,Shiploader 3 Boom Hoist Emergency Brake HPU 2 Low Oil Level Switch ,,,,,,,,,,,DI_1105.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,11,I_1105-11,1794-IB16,DI,24VDC,SL3-BH-HPU2-PSH1,SL3-BH-HPU2-PSH1,,Shiploader 3,Boom Hoist Emergency Brake HPU 2,High,Pressure Switch,Shiploader 3 Boom Hoist Emergency Brake HPU 2 High Pressure Switch ,,,,,,,,,,,DI_1105.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,12,I_1105-12,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1105.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,13,I_1105-13,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1105.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,14,I_1105-14,1794-IB16,DI,24VDC,SL3-BH-GB1-ZPX1,SL3-BH-GB1-ZPX1,,Shiploader 3,Boom Hoist Gearbox 1,Low Oil Level,Proximity Switch,Shiploader 3 Boom Hoist Gearbox 1 Low Oil Level Proximity Switch ,,,,,,,,,,,DI_1105.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,15,I_1105-15,1794-IB16,DI,24VDC,SL3-BH-GB2-ZPX1,SL3-BH-GB2-ZPX1,,Shiploader 3,Boom Hoist Gearbox 2,Low Oil Level,Proximity Switch,Shiploader 3 Boom Hoist Gearbox 2 Low Oil Level Proximity Switch ,,,,,,,,,,,DI_1105.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,05,,,1492-IFM20F-F24A-2,,24VDC,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,06,00,I_1106-00,1794-IA16,DI,120V,SL3-BH-LCS1-PBL1A,SL3-BH-LCS1-PBL1A,,Shiploader 3,Boom Hoist ,Brake Test Release,Push Button,Shiploader 3 Boom Hoist  Brake Test Release Push Button ,,,,,,,,,,,DI_1106.00,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,01,I_1106-01,1794-IA16,DI,120V,SL3-BH-LCS1-SEL1A,SL3-BH-LCS1-SEL1A,,Shiploader 3,Boom Hoist Winch 1, Safety Brake,Selector Switch,Shiploader 3 Boom Hoist Winch 1  Safety Brake Selector Switch ,,,,,,,,,,,DI_1106.01,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,02,I_1106-02,1794-IA16,DI,120V,SL3-BH-LCS1-SEL1B,SL3-BH-LCS1-SEL1B,,Shiploader 3,Boom Hoist Winch 2, Safety Brake,Selector Switch,Shiploader 3 Boom Hoist Winch 2  Safety Brake Selector Switch ,,,,,,,,,,,DI_1106.02,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,03,I_1106-03,1794-IA16,DI,120V,SL3-BH-LCS1-PB5,SL3-BH-LCS1-PB5,,Shiploader 3,Boom Hoist ,Raise ,Push Button,Shiploader 3 Boom Hoist  Raise  Push Button ,,,,,,,,,,,DI_1106.03,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,04,I_1106-04,1794-IA16,DI,120V,SL3-BH-LCS1-PB6,SL3-BH-LCS1-PB6,,Shiploader 3,Boom Hoist ,Lower,Push Button,Shiploader 3 Boom Hoist  Lower Push Button ,,,,,,,,,,,DI_1106.04,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,05,I_1106-05,1794-IA16,DI,120V,SL3-BH-LCS1-PB7,SL3-BH-LCS1-PB7,,Shiploader 3,Boom Hoist ,Overtravel Bypass,Push Button,Shiploader 3 Boom Hoist  Overtravel Bypass Push Button ,,,,,,,,,,,DI_1106.05,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,06,I_1106-06,1794-IA16,DI,120V,SL3-BH-LCS1-PB1,SL3-BH-LCS1-PB1,,Shiploader 3,Boom Hoist Winch 1,Rope Reel In,Push Button,Shiploader 3 Boom Hoist Winch 1 Rope Reel In Push Button ,,,,,,,,,,,DI_1106.06,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,07,I_1106-07,1794-IA16,DI,120V,SL3-BH-LCS1-PB2,SL3-BH-LCS1-PB2,,Shiploader 3,Boom Hoist Winch 1,Rope Reel Out,Push Button,Shiploader 3 Boom Hoist Winch 1 Rope Reel Out Push Button ,,,,,,,,,,,DI_1106.07,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,08,I_1106-08,1794-IA16,DI,120V,SL3-BH-LCS1-PB3,SL3-BH-LCS1-PB3,,Shiploader 3,Boom Hoist Winch 2,Rope Reel In,Push Button,Shiploader 3 Boom Hoist Winch 2 Rope Reel In Push Button ,,,,,,,,,,,DI_1106.08,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,09,I_1106-09,1794-IA16,DI,120V,SL3-BH-LCS1-PB4,SL3-BH-LCS1-PB4,,Shiploader 3,Boom Hoist Winch 2,Rope Reel Out,Push Button,Shiploader 3 Boom Hoist Winch 2 Rope Reel Out Push Button ,,,,,,,,,,,DI_1106.09,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,10,I_1106-10,1794-IA16,DI,120V,SL3-BH-LCS1-PBL2A,SL3-BH-LCS1-PBL2A,,Shiploader 3,Spout ,Start HPU Motor,Push Button,Shiploader 3 Spout  Start HPU Motor Push Button ,,,,,,,,,,,DI_1106.10,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,11,I_1106-11,1794-IA16,DI,120V,SL3-BH-LCS1-PB8,SL3-BH-LCS1-PB8,,Shiploader 3,Spout ,Stop HPU Motor,Push Button,Shiploader 3 Spout  Stop HPU Motor Push Button ,,,,,,,,,,,DI_1106.11,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,12,I_1106-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1106.12,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,13,I_1106-13,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1106.13,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,14,I_1106-14,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1106.14,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,15,I_1106-15,1794-IA16,DI,120V,SL3-BH-YL2,SL3-BH-YL2-AL,-AL,Shiploader 3,Boom Hoist Aircraft,Warning,Beacon,Shiploader 3 Boom Hoist Aircraft Warning Beacon ,,,,,,,,,,,DI_1106.15,,,SL3-BH-RCP1,,,,
A,SL3-BH-RCP1,11,06,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-BH-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BH-RCP1,11,07,00,O_1107-00,1794-OA16,DO,120V,SL3-BH-HPU1-SV1,SL3-BH-HPU1-SV1,,Shiploader 3,Boom Hoist Emergency Brake HPU 1,Brake Release,Valve 1,Shiploader 3 Boom Hoist Emergency Brake HPU 1 Brake Release Valve 1 ,,,,,,,,,,,DO_1107.00,,,SL3-BH-RCP1,,,,
